Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Middle Filter Zone ID,Middle Filter Zone Name,Middle Filter Zone Direction (degrees),Middle Filter Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-M-D Traffic (StL Index),Average Daily Origin Zone Traffic (StL Index),Average Daily Middle Filter Zone Traffic (StL Index),Average Daily Destination Zone Traffic (StL Index),Avg Travel Time (sec)
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,541,541,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),2,151,27,98,8645
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,542,542,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,1833,98,904,4000
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,542,542,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),0,252,17,72,7068
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,542,542,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,771,48,375,3459
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,542,542,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,401,21,185,2015
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,542,542,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,1897,91,886,4542
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,542,542,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),2:  Peak AM (6am-9am) (6am-9am),1,278,18,77,7068
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,542,542,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),1,436,18,197,2015
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,542,542,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,1671,130,971,2276
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,542,542,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,830,68,460,2276
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,551,551,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,1833,98,2545,4433
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,551,551,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,401,21,511,4433
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,551,551,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,1671,130,2652,4433
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,551,551,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,372,32,562,4433
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,562,562,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,1833,98,2181,3690
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,562,562,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),1,252,17,289,4244
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,562,562,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,401,21,483,3137
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,562,562,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),2,1897,91,2215,3690
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,562,562,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),2:  Peak AM (6am-9am) (6am-9am),1,278,18,342,4244
Bicycle - StL Bicycle Index,541,541,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,562,562,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),1,436,18,503,3137
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,2001,Thanksgiving Point,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,1833,129,759,8568
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,2001,Thanksgiving Point,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,389,21,197,8568
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,2001,Thanksgiving Point,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,1897,107,722,8568
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,2001,Thanksgiving Point,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,407,25,176,8568
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,2007,The Cairns,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,1833,129,1839,5067
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,2007,The Cairns,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,771,60,823,5067
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,2007,The Cairns,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,1897,107,1486,5067
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,2007,The Cairns,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,750,43,672,5067
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,422,422,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,1833,129,1900,4041
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,422,422,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,771,60,903,4041
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,422,422,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,1671,173,2154,4041
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,422,422,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,830,90,1178,4041
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,451,451,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,1833,129,5355,5207
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,451,451,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,771,60,2227,5067
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,451,451,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,401,27,1336,5347
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,451,451,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,1897,107,5045,5067
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,451,451,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,750,43,1869,5067
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,451,451,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,1671,173,5615,5347
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,451,451,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,372,35,1357,5347
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,541,541,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,1833,129,1796,8568
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,541,541,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,389,21,421,8568
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,541,541,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,1897,107,1840,8568
Bicycle - StL Bicycle Index,541,541,no,N/A,no,43,Bluffdale,N/A,no,541,541,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,407,25,460,8568
Bicycle - StL Bicycle Index,541,541,no,N/A,no,46,Sandy Sego Lily 1300 E,N/A,no,452,452,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,1833,95,959,7032
Bicycle - StL Bicycle Index,541,541,no,N/A,no,46,Sandy Sego Lily 1300 E,N/A,no,452,452,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,401,19,230,7032
Bicycle - StL Bicycle Index,541,541,no,N/A,no,46,Sandy Sego Lily 1300 E,N/A,no,452,452,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,1671,115,1070,7032
Bicycle - StL Bicycle Index,541,541,no,N/A,no,46,Sandy Sego Lily 1300 E,N/A,no,452,452,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,372,21,222,7032
Bicycle - StL Bicycle Index,542,542,no,N/A,no,10,Draper DNRG,N/A,no,452,452,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,902,194,959,3620
Bicycle - StL Bicycle Index,542,542,no,N/A,no,10,Draper DNRG,N/A,no,452,452,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,366,89,439,3389
Bicycle - StL Bicycle Index,542,542,no,N/A,no,10,Draper DNRG,N/A,no,452,452,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,229,36,172,3851
Bicycle - StL Bicycle Index,542,542,no,N/A,no,10,Draper DNRG,N/A,no,452,452,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,887,215,936,3851
Bicycle - StL Bicycle Index,542,542,no,N/A,no,10,Draper DNRG,N/A,no,452,452,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,234,56,172,3851
Bicycle - StL Bicycle Index,542,542,no,N/A,no,18,Sandy 700 E,N/A,no,441,441,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,902,75,3726,6436
Bicycle - StL Bicycle Index,542,542,no,N/A,no,18,Sandy 700 E,N/A,no,441,441,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,366,36,1607,6436
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,2000,Downtown Provo,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,902,414,7293,8223
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,2000,Downtown Provo,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,229,55,2070,8223
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,2000,Downtown Provo,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,937,402,7533,8223
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,2000,Downtown Provo,no,N/A,no,2:  Weekend_SaSu (Sa-Su),5:  Late PM (6pm-12am) (6pm-12am),1,198,29,1926,8223
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,902,414,759,6939
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,366,188,349,6939
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,937,402,820,6939
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,440,217,397,6939
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,542,542,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,902,414,904,8312
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,542,542,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),0,101,95,72,9686
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,542,542,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,366,188,375,6939
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,542,542,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),2,937,402,971,8312
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,542,542,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),1,88,81,58,9686
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,542,542,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,440,217,460,6939
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,571,571,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,902,414,4785,5052
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,571,571,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,366,188,1986,5052
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,583,583,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,902,414,14139,6847
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,583,583,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,366,188,5671,6847
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,592,592,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,902,414,2653,8223
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,592,592,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,229,55,673,8223
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,592,592,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,937,402,2321,8223
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,592,592,no,N/A,no,2:  Weekend_SaSu (Sa-Su),5:  Late PM (6pm-12am) (6pm-12am),1,198,29,643,8223
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,681,681,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,902,414,876,5958
Bicycle - StL Bicycle Index,542,542,no,N/A,no,30,PG Murdock Canal Trail,N/A,no,681,681,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,366,188,518,5958
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,902,93,759,6939
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,366,45,349,6939
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,937,100,820,6939
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,440,56,397,6939
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,542,542,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,902,93,904,5638
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,542,542,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,366,45,375,5638
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,542,542,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,887,80,886,4337
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,542,542,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,323,23,345,4337
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,542,542,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,937,100,971,6939
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,542,542,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,440,56,460,6939
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,571,571,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,902,93,4785,3427
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,571,571,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,229,9,1096,3427
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,571,571,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,887,80,4851,3427
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,571,571,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,234,13,1221,3427
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,681,681,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,902,93,876,5958
Bicycle - StL Bicycle Index,542,542,no,N/A,no,31,Highland Murdock Canal Trail,N/A,no,681,681,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,366,45,518,5958
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),4,902,98,759,5199
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),2,101,17,50,3823
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,366,48,349,4799
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),1,229,11,197,8552
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),8,887,91,722,4968
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),2:  Peak AM (6am-9am) (6am-9am),6,113,18,54,3823
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),2,323,40,333,6303
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,2001,Thanksgiving Point,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,234,15,176,6879
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,401,401,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,902,98,3540,3588
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,401,401,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,366,48,1342,3588
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,421,421,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,902,98,3117,4411
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,421,421,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),0,101,17,229,4411
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,421,421,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,887,91,2855,4411
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,421,421,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),2:  Peak AM (6am-9am) (6am-9am),1,113,18,272,4411
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,422,422,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,902,98,1900,3950
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,422,422,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),0,101,17,158,4549
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,422,422,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,366,48,903,3902
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,422,422,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,187,21,435,3698
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,422,422,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,887,91,1718,3842
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,422,422,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,323,40,738,4058
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,422,422,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),1,204,18,422,3626
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,422,422,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),2,937,130,2154,4160
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,422,422,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),1,88,27,149,4549
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,422,422,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,169,32,472,3771
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,423,423,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,902,98,2908,8261
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,423,423,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,187,21,707,8261
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,423,423,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,937,130,3172,8261
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,423,423,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,169,32,676,8261
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,431,431,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),3,902,98,749,2924
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,431,431,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),0,101,17,110,1579
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,431,431,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,366,48,363,2950
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,431,431,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),2,187,21,152,3229
Bicycle - StL Bicycle Index,542,542,no,N/A,no,32,JR Murdock Canal Trail,N/A,no,431,431,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,229,11,117,2331
